acetaldehyde|c	ethanol|c	ADH7 ADH4 ADH1A ZADH2 ADH5 ADHFE1 AKR1A1 CYP2E1 ADH1C ADH1B ADH6
FADH2|m	propanoyl-CoA|m	ACAA1 ACAD10 HSD17B10 ACADM ECHS1 ETFB ACOX1 SDHD SDHC ETFDH HADHA SDHB HADHB ACADS GPD2 DMGDH ACAA2 PRODH2 CHDH ACAD11 ETFA SARDH ACADVL ACADL HADH GCDH ACAD8 PRODH ACAD9 ACADSB SDHA
FADH2|m	acrylyl-CoA|m	ACAA1 ACAD10 HSD17B10 ACADM ECHS1 ETFB ACOX1 SDHD SDHC ETFDH HADHA SDHB HADHB ACADS GPD2 DMGDH ACAA2 PRODH2 CHDH ACAD11 ETFA SARDH ACADVL ACADL HADH GCDH ACAD8 PRODH ACAD9 ACADSB SDHA
acrylyl-CoA|m	propanoyl-CoA|m	ACAA1 ACAD10 HSD17B10 ACADM ECHS1 ETFB ACOX1 SDHD SDHC ETFDH HADHA SDHB HADHB ACADS GPD2 DMGDH ACAA2 PRODH2 CHDH ACAD11 ETFA SARDH ACADVL ACADL HADH GCDH ACAD8 PRODH ACAD9 ACADSB SDHA
propanoate|m	propanoyl-CoA|m	ACSF2 ACOT2 SLC27A4 ACAA1 ACOT1 HSD17B10 ACADM ECHS1 ACOT6 AMACR ACOX1 SLC27A2 ACSF3 ACSS3 MYO5B HADHA DBT HADHB BCKDHB GLYAT ACOX3 ALDH6A1 SLC27A3 ACOT4 ACADS ACAA2 ACSS2 ACOT7 ACOT8 CRAT SCP2 SLC27A1 ACSS1 BAAT ACAT1 HADH HSD17B4 CPT2 BCKDHA AASDH DLD
CoA|m	propanoyl-CoA|m	ACSF2 ACOT2 SLC27A4 ACAA1 ACOT1 HSD17B10 ACADM ECHS1 ACOT6 AMACR ACOX1 SLC27A2 ACSF3 ACSS3 MYO5B HADHA DBT HADHB BCKDHB GLYAT ACOX3 ALDH6A1 SLC27A3 ACOT4 ACADS ACAA2 ACSS2 ACOT7 ACOT8 CRAT SCP2 SLC27A1 ACSS1 BAAT ACAT1 HADH HSD17B4 CPT2 BCKDHA AASDH DLD
CoA|m	propanoate|m	ACSF2 ACOT2 SLC27A4 ACAA1 ACOT1 HSD17B10 ACADM ECHS1 ACOT6 AMACR ACOX1 SLC27A2 ACSF3 ACSS3 MYO5B HADHA DBT HADHB BCKDHB GLYAT ACOX3 ALDH6A1 SLC27A3 ACOT4 ACADS ACAA2 ACSS2 ACOT7 ACOT8 CRAT SCP2 SLC27A1 ACSS1 BAAT ACAT1 HADH HSD17B4 CPT2 BCKDHA AASDH DLD
2-oxobutyrate|m	propanoyl-CoA|m	BCKDHA DLD DBT BCKDHB
2-oxobutyrate|m	CoA|m	BCKDHA DLD DBT BCKDHB
acetyl-CoA|c	malonyl-CoA|c	MLYCD ACACA FASN ACACB
acetyl-CoA|m	malonyl-CoA|m	MLYCD ACACB
acetyl-CoA|x	malonyl-CoA|x	MLYCD
3-oxopropanoate|m	CoA|m	ALDH6A1
3-oxopropanoate|m	acetyl-CoA|m	ALDH6A1
CoA|c	propinol adenylate|c	ACSS1 ACSS3 ACSS2
propanoyl-CoA|c	propinol adenylate|c	ACSS1 ACSS3 ACSS2
propanoate|c	propinol adenylate|c	ACSS1 ACSS3 ACSS2
propanoate|m	propinol adenylate|m	ACSS1 ACSS3 ACSS2
acetoacetate|m	acetone|m	
3-oxopropanoate|m	hydracrylate|m	DHCR24
CoA|m	hydracrylate|m	HIBCH
3-hydroxypropionyl-CoA|m	CoA|m	HIBCH
3-hydroxypropionyl-CoA|m	hydracrylate|m	HIBCH
CoA|c	OAA|c	ACLY
2-methylcitrate|c	OAA|c	ACLY
OAA|c	propanoyl-CoA|c	ACLY
2-methylcitrate|c	CoA|c	ACLY
2-methylcitrate|c	propanoyl-CoA|c	ACLY
3-oxopropionyl-CoA|m	malonyl-CoA|m	
3-hydroxypropionyl-CoA|m	3-oxopropionyl-CoA|m	DHRS2 HSD3B7 SDR9C7 HSD17B8 RDH14 CBR4 AKR1C1 HSD11B1L HSD11B2 AKR1B15 WWOX SDR42E2 RDH10 HSD17B11 SDR42E1 SDR16C5 MDH1B RDH13 AKR1B10 RDH12 HTATIP2 AKR1C4 HSD17B14 ADH5 CTBP1 BDH2
AKG|c	FAD|c	DEGS1 CYP2S1 CYP2F1 PHGDH CYP2D6 HMOX2 CYP2E1 CYP2C19 CYP4B1 CYP3A7 HMOX1 CYP4F12 CYP2J2 CYP2A6 CYP4F8 BLVRB CYP4X1 CYP2C9 CYP1B1 GPD2 CYP2A13 CYP19A1 PRODH2 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A7-CYP3A51P CYP2U1 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1 L2HGDH DEGS2
2-hydroxyglutarate|c	FAD|c	DEGS1 CYP2S1 CYP2F1 PHGDH CYP2D6 HMOX2 CYP2E1 CYP2C19 CYP4B1 CYP3A7 HMOX1 CYP4F12 CYP2J2 CYP2A6 CYP4F8 BLVRB CYP4X1 CYP2C9 CYP1B1 GPD2 CYP2A13 CYP19A1 PRODH2 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A7-CYP3A51P CYP2U1 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1 L2HGDH DEGS2
FADH2|c	FAD|c	DEGS1 CYP2S1 CYP2F1 PHGDH CYP2D6 HMOX2 CYP2E1 CYP2C19 CYP4B1 CYP3A7 HMOX1 CYP4F12 CYP2J2 CYP2A6 CYP4F8 BLVRB CYP4X1 CYP2C9 CYP1B1 GPD2 CYP2A13 CYP19A1 PRODH2 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A7-CYP3A51P CYP2U1 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1 L2HGDH DEGS2
2-hydroxyglutarate|c	AKG|c	DEGS1 CYP2S1 CYP2F1 PHGDH CYP2D6 HMOX2 CYP2E1 CYP2C19 CYP4B1 CYP3A7 HMOX1 CYP4F12 CYP2J2 CYP2A6 CYP4F8 BLVRB CYP4X1 CYP2C9 CYP1B1 GPD2 CYP2A13 CYP19A1 PRODH2 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A7-CYP3A51P CYP2U1 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1 L2HGDH DEGS2
AKG|c	FADH2|c	DEGS1 CYP2S1 CYP2F1 PHGDH CYP2D6 HMOX2 CYP2E1 CYP2C19 CYP4B1 CYP3A7 HMOX1 CYP4F12 CYP2J2 CYP2A6 CYP4F8 BLVRB CYP4X1 CYP2C9 CYP1B1 GPD2 CYP2A13 CYP19A1 PRODH2 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A7-CYP3A51P CYP2U1 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1 L2HGDH DEGS2
2-hydroxyglutarate|c	FADH2|c	DEGS1 CYP2S1 CYP2F1 PHGDH CYP2D6 HMOX2 CYP2E1 CYP2C19 CYP4B1 CYP3A7 HMOX1 CYP4F12 CYP2J2 CYP2A6 CYP4F8 BLVRB CYP4X1 CYP2C9 CYP1B1 GPD2 CYP2A13 CYP19A1 PRODH2 CYP4F11 CYP1A2 CYP2B6 CYP1A1 CYP3A4 CYP2A7 CYP3A7-CYP3A51P CYP2U1 CYP3A5 CYP3A43 CYP2C8 CYP2C18 CYP4Z1 L2HGDH DEGS2
acetoacetyl-CoA|c	acetyl-CoA|c	HMGCS1 ACAT2 AACS
CoA|c	acetoacetyl-CoA|c	HMGCS1 ACAT2 AACS
CoA|c	acetoacetate|c	AACS
acetoacetate|c	acetoacetyl-CoA|c	AACS
FAD|m	crotonyl-CoA|m	ACADS HADH ACOX1 GCDH ACAD8 ACAD10 ACADM ECHS1 ACAA2 ACAD11 ACAD9 ACADSB ACOX3
FADH2|m	crotonyl-CoA|m	ACADS HADH ACOX1 GCDH ACAD8 ACAD10 ACADM ECHS1 ACAA2 ACAD11 ACAD9 ACADSB ACOX3
butyryl-CoA|m	crotonyl-CoA|m	ACADS HADH ACOX1 GCDH ACAD8 ACAD10 ACADM ECHS1 ACAA2 ACAD11 ACAD9 ACADSB ACOX3
FAD|m	butyryl-CoA|m	ACADS HADH ACOX1 GCDH ACAD8 ACAD10 ACADM ECHS1 ACAA2 ACAD11 ACAD9 ACADSB ACOX3
FADH2|m	butyryl-CoA|m	ACADS HADH ACOX1 GCDH ACAD8 ACAD10 ACADM ECHS1 ACAA2 ACAD11 ACAD9 ACADSB ACOX3
(R)-3-hydroxybutanoate|m	acetoacetate|m	BDH1 BDH2
CoA|x	acetyl-CoA|x	EHHADH SAT2 SAT1 ACAA1 HSD17B4 HMGCS1 MYO5B ACOT8 CRAT ACAT2 HMGCL HMGCR ACOX3 ACOX1 CYP2C9
HMG-CoA|x	acetyl-CoA|x	EHHADH SAT2 SAT1 ACAA1 HSD17B4 HMGCS1 MYO5B ACOT8 CRAT ACAT2 HMGCL HMGCR ACOX3 ACOX1 CYP2C9
acetoacetyl-CoA|x	acetyl-CoA|x	EHHADH SAT2 SAT1 ACAA1 HSD17B4 HMGCS1 MYO5B ACOT8 CRAT ACAT2 HMGCL HMGCR ACOX3 ACOX1 CYP2C9
CoA|x	HMG-CoA|x	EHHADH SAT2 SAT1 ACAA1 HSD17B4 HMGCS1 MYO5B ACOT8 CRAT ACAT2 HMGCL HMGCR ACOX3 ACOX1 CYP2C9
CoA|x	acetoacetyl-CoA|x	EHHADH SAT2 SAT1 ACAA1 HSD17B4 HMGCS1 MYO5B ACOT8 CRAT ACAT2 HMGCL HMGCR ACOX3 ACOX1 CYP2C9
HMG-CoA|x	acetoacetyl-CoA|x	EHHADH SAT2 SAT1 ACAA1 HSD17B4 HMGCS1 MYO5B ACOT8 CRAT ACAT2 HMGCL HMGCR ACOX3 ACOX1 CYP2C9
2-hydroxybutyrate|c	2-oxobutyrate|c	UEVLD LDHB LDHAL6B LDHAL6A LDHC
(R)-3-hydroxybutanoyl-CoA|m	crotonyl-CoA|m	ECHDC2
PRPP|c	ribose-5-phosphate|c	PRPS1L1 PRPS1 PRPS2
glucono-1,5-lactone-6-phosphate|r	glucose-6-phosphate|r	G6PD H6PD PGLS
glucono-1,5-lactone-6-phosphate|c	glucose-6-phosphate|c	G6PD
ribose-5-phosphate|c	ribose|c	RBKS BABAM2
ribose-5-phosphate|r	ribulose-5-phosphate|r	RPIA
ribose-5-phosphate|c	ribulose-5-phosphate|c	RPIA
ribose-1-phosphate|c	ribose-5-phosphate|c	PGM2 PGM1
2-deoxy-D-ribose-5-phosphate|c	GAP|c	DERA
GAP|c	acetaldehyde|c	DERA
2-deoxy-D-ribose-5-phosphate|c	acetaldehyde|c	DERA
GAP|c	erythrose-4-phosphate|c	TKTL1 TKTL2 TALDO1 TKT
D-xylulose-5-phosphate|c	GAP|c	TKTL1 TKTL2 TALDO1 TKT
GAP|c	fructose-6-phosphate|c	TKTL1 TKTL2 TALDO1 TKT
D-xylulose-5-phosphate|c	erythrose-4-phosphate|c	TKTL1 TKTL2 TALDO1 TKT
erythrose-4-phosphate|c	fructose-6-phosphate|c	TKTL1 TKTL2 TALDO1 TKT
D-xylulose-5-phosphate|c	fructose-6-phosphate|c	TKTL1 TKTL2 TALDO1 TKT
6-phospho-D-gluconate|r	ribulose-5-phosphate|r	PGD
6-phospho-D-gluconate|c	ribulose-5-phosphate|c	PGD
6-phospho-D-gluconate|c	D-gluconic acid|c	SAT1 SAT2
D-xylulose-5-phosphate|c	ribulose-5-phosphate|c	RPEL1 RPE
GAP|c	sedoheptulose-7-phosphate|c	TKTL1 TKTL2 TALDO1 TKT
GAP|c	ribose-5-phosphate|c	TKTL1 TKTL2 TALDO1 TKT
D-xylulose-5-phosphate|c	sedoheptulose-7-phosphate|c	TKTL1 TKTL2 TALDO1 TKT
ribose-5-phosphate|c	sedoheptulose-7-phosphate|c	TKTL1 TKTL2 TALDO1 TKT
D-xylulose-5-phosphate|c	ribose-5-phosphate|c	TKTL1 TKTL2 TALDO1 TKT
erythrose-4-phosphate|c	sedoheptulose-7-phosphate|c	TALDO1
fructose-6-phosphate|c	sedoheptulose-7-phosphate|c	TALDO1
sedoheptulose-1,7-bisphosphate|c	sedoheptulose-7-phosphate|c	PFKM PFKL PFKP
sedoheptulose-7-phosphate|c	sedoheptulose|c	SHPK
sedoheptulose-1-phosphate|c	sedoheptulose|c	KHK
6-phospho-D-gluconate|r	glucono-1,5-lactone-6-phosphate|r	H6PD PGLS
6-phospho-D-gluconate|c	glucono-1,5-lactone-6-phosphate|c	H6PD PGLS
2-deoxy-D-ribose-1-phosphate|c	2-deoxy-D-ribose-5-phosphate|c	PGM2 ST20
ribitol|c	ribose|c	ALDH1A3 ALDH3A1 ALDH3B2 ALDH3B1
2-deoxy-D-ribose-5-phosphate|c	deoxyribose|c	RBKS BABAM2
FAICAR|c	IMP|c	ATIC
IMP|c	xanthosine-5-phosphate|c	IMPDH2 IMPDH1
IMP|c	aspartate|c	ADSS2 ADSS1
IMP|c	adenylosuccinate|c	ADSS2 ADSS1
adenylosuccinate|c	aspartate|c	ADSS2 ADSS1
glutamine|c	xanthosine-5-phosphate|c	PPAT HACD1 GLUL CAD GFPT2 PFAS GFPT1 HACD2 CTPS1 GMPS LGSN ALB GLS2 ASNS NADSYN1 CTPS2
glutamate|c	glutamine|c	PPAT HACD1 GLUL CAD GFPT2 PFAS GFPT1 HACD2 CTPS1 GMPS LGSN ALB GLS2 ASNS NADSYN1 CTPS2
glutamate|c	xanthosine-5-phosphate|c	PPAT HACD1 GLUL CAD GFPT2 PFAS GFPT1 HACD2 CTPS1 GMPS LGSN ALB GLS2 ASNS NADSYN1 CTPS2
IMP|c	NH3|c	AMPD2 AMPD3 AMPD1 GMPR2 GMPR
PRPP|c	adenine|c	APRT
PRPP|e	adenine|e	APRT
IDP|e	ITP|e	ENTPD3 ENTPD8 ENTPD1
PRPP|c	glutamine|c	PPAT
5-phosphoribosylamine|c	PRPP|c	PPAT
PRPP|c	glutamate|c	PPAT
5-phosphoribosylamine|c	glutamine|c	PPAT
5-phosphoribosylamine|c	glutamate|c	PPAT
adenylosuccinate|c	fumarate|c	ADSL TNRC6B
IMP|c	inosine|c	NT5C1B-RDH14 ACP3 NT5C3A NT5C3B NT5M NT5C1A NT5E NT5C2 RBAK NT5C1B NT5C
IMP|c	PRPP|c	HPRT1
IMP|c	hypoxanthine|c	HPRT1
PRPP|c	hypoxanthine|c	HPRT1
PEP|c	dATP|c	SLC25A19 PKLR HK1 HK3 NME3 NME2 PKM NME7 NME4 NME6 HKDC1 AK5 HK2 NME5 NME1-NME2 CMPK1 NME1
PEP|c	dADP|c	SLC25A19 PKLR HK1 HK3 NME3 NME2 PKM NME7 NME4 NME6 HKDC1 AK5 HK2 NME5 NME1-NME2 CMPK1 NME1
dATP|c	pyruvate|c	SLC25A19 PKLR HK1 HK3 NME3 NME2 PKM NME7 NME4 NME6 HKDC1 AK5 HK2 NME5 NME1-NME2 CMPK1 NME1
dADP|c	dATP|c	SLC25A19 PKLR HK1 HK3 NME3 NME2 PKM NME7 NME4 NME6 HKDC1 AK5 HK2 NME5 NME1-NME2 CMPK1 NME1
dADP|c	pyruvate|c	SLC25A19 PKLR HK1 HK3 NME3 NME2 PKM NME7 NME4 NME6 HKDC1 AK5 HK2 NME5 NME1-NME2 CMPK1 NME1
PRPP|c	guanine|c	HPRT1
NH3|c	xanthosine-5-phosphate|c	GMPS
dADP|c	dAMP|c	AK6 AK3 AK9 AK7 ACAD8 ACADM AK2 AK4 ACAD9 AK1 ACOX3 AK5 ACADVL AK8
NH3|c	adenosine|c	ADA2 ADA FASN
NH3|c	inosine|c	ADA2 ADA FASN
adenosine|c	inosine|c	ADA2 ADA FASN
NH3|e	inosine|e	ADA2 ADA FASN
NH3|e	adenosine|e	ADA2 ADA FASN
adenosine|e	inosine|e	ADA2 ADA FASN
IDP|c	glucose-6-phosphate|c	HKDC1 HK2 HK3 HK1
ITP|c	glucose-6-phosphate|c	HKDC1 HK2 HK3 HK1
IDP|c	glucose|c	HKDC1 HK2 HK3 HK1
ITP|c	glucose|c	HKDC1 HK2 HK3 HK1
dATP|c	glucose-6-phosphate|c	HKDC1 HK2 HK3 HK1
dATP|c	glucose|c	HKDC1 HK2 HK3 HK1
dADP|c	glucose-6-phosphate|c	HKDC1 HK2 HK3 HK1
dADP|c	glucose|c	HKDC1 HK2 HK3 HK1
ITP|c	fructose|c	HKDC1 HK2 HK3 HK1
ITP|c	fructose-6-phosphate|c	HKDC1 HK2 HK3 HK1
IDP|c	fructose|c	HKDC1 HK2 HK3 HK1
IDP|c	fructose-6-phosphate|c	HKDC1 HK2 HK3 HK1
dADP|c	fructose|c	HKDC1 HK2 HK3 HK1
dATP|c	fructose|c	HKDC1 HK2 HK3 HK1
dADP|c	fructose-6-phosphate|c	HKDC1 HK2 HK3 HK1
dATP|c	fructose-6-phosphate|c	HKDC1 HK2 HK3 HK1
IDP|c	mannose|c	HKDC1 HK2 HK3 HK1
ITP|c	mannose|c	HKDC1 HK2 HK3 HK1
IDP|c	mannose-6-phosphate|c	HKDC1 HK2 HK3 HK1
ITP|c	mannose-6-phosphate|c	HKDC1 HK2 HK3 HK1
dADP|c	mannose|c	HKDC1 HK2 HK3 HK1
dATP|c	mannose|c	HKDC1 HK2 HK3 HK1
dADP|c	mannose-6-phosphate|c	HKDC1 HK2 HK3 HK1
dATP|c	mannose-6-phosphate|c	HKDC1 HK2 HK3 HK1
glucosamine-6-phosphate|c	glucosamine|c	HK3 HK1 GCK HKDC1 HK2
IDP|c	glucosamine|c	HK3 HK1 GCK HKDC1 HK2
ITP|c	glucosamine|c	HK3 HK1 GCK HKDC1 HK2
IDP|c	glucosamine-6-phosphate|c	HK3 HK1 GCK HKDC1 HK2
ITP|c	glucosamine-6-phosphate|c	HK3 HK1 GCK HKDC1 HK2
dATP|c	glucosamine|c	HKDC1 HK2 HK3 HK1
dADP|c	glucosamine|c	HKDC1 HK2 HK3 HK1
dATP|c	glucosamine-6-phosphate|c	HKDC1 HK2 HK3 HK1
dADP|c	glucosamine-6-phosphate|c	HKDC1 HK2 HK3 HK1
NH3|c	guanine|c	GDA
guanine|c	xanthine|c	GDA
NH3|c	xanthine|c	GDA
hypoxanthine|c	xanthine|c	XDH
PEP|c	dGDP|c	SLC25A19 PKLR NME3 NME2 PKM NME7 NME4 TK1 NME6 NME5 NME1-NME2 CMPK1 NME1
dGDP|c	pyruvate|c	SLC25A19 PKLR NME3 NME2 PKM NME7 NME4 TK1 NME6 NME5 NME1-NME2 CMPK1 NME1
dGDP|c	dGTP|c	SLC25A19 PKLR NME3 NME2 PKM NME7 NME4 TK1 NME6 NME5 NME1-NME2 CMPK1 NME1
PEP|c	dGTP|c	SLC25A19 PKLR NME3 NME2 PKM NME7 NME4 TK1 NME6 NME5 NME1-NME2 CMPK1 NME1
dGTP|c	pyruvate|c	SLC25A19 PKLR NME3 NME2 PKM NME7 NME4 TK1 NME6 NME5 NME1-NME2 CMPK1 NME1
hypoxanthine|c	inosine|c	PNP
hypoxanthine|c	ribose-1-phosphate|c	PNP
inosine|c	ribose-1-phosphate|c	PNP
dGMP|c	deoxyguanosine|c	NT5C1B-RDH14 ACP3 NT5C3A NT5C3B NT5M NT5C1A DGUOK NT5E NT5C2 RBAK NT5C1B NT5C
2-deoxy-D-ribose-1-phosphate|c	guanine|c	TYMP PNP
deoxyguanosine|c	guanine|c	TYMP PNP
2-deoxy-D-ribose-1-phosphate|c	deoxyguanosine|c	TYMP PNP
oxidized thioredoxin|c	thioredoxin|c	TXNRD1 RRM2 MSRA TXN2 RRM1 TXNRD3 TXNRD2 TXN RRM2B SULT1A3
dATP|c	oxidized thioredoxin|c	TXNRD1 RRM2 MSRA TXN2 RRM1 TXNRD3 TXNRD2 TXN RRM2B SULT1A3
dATP|c	thioredoxin|c	TXNRD1 RRM2 MSRA TXN2 RRM1 TXNRD3 TXNRD2 TXN RRM2B SULT1A3
dADP|c	oxidized thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dADP|c	thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dGTP|c	oxidized thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dGTP|c	thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dGDP|c	oxidized thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dGDP|c	thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dCTP|c	oxidized thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dCTP|c	thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dUTP|c	oxidized thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dUTP|c	thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dCDP|c	oxidized thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dCDP|c	thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dUDP|c	oxidized thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dUDP|c	thioredoxin|c	RRM2 TXN2 RRM1 TXN RRM2B
dAMP|c	deoxyadenosine|c	NT5C1B-RDH14 ACP3 NT5C3A NT5C3B NT5M NT5C1A ADA NT5E NT5C2 RBAK NT5C1B NT5C
urate|c	xanthine|c	XDH
urate|x	xanthine|x	XDH
guanine|c	guanosine|c	PNP
guanine|c	ribose-1-phosphate|c	PNP
guanosine|c	ribose-1-phosphate|c	PNP
ribose-1-phosphate|c	xanthine|c	PNP
ribose-1-phosphate|c	xanthosine|c	PNP
xanthine|c	xanthosine|c	PNP
PRPP|c	xanthine|c	HPRT1
PRPP|c	xanthosine-5-phosphate|c	HPRT1
xanthine|c	xanthosine-5-phosphate|c	HPRT1
deoxyadenosine|c	deoxyinosine|c	ADA2 ADA
NH3|c	deoxyadenosine|c	ADA2 ADA
NH3|c	deoxyinosine|c	ADA2 ADA
2-deoxy-D-ribose-1-phosphate|c	adenine|c	TYMP PNP
adenine|c	deoxyadenosine|c	TYMP PNP
2-deoxy-D-ribose-1-phosphate|c	deoxyadenosine|c	TYMP PNP
xanthosine-5-phosphate|c	xanthosine|c	NT5C1B-RDH14 ACP3 NT5C3A NT5C3B NT5M NT5C1A NT5E NT5C2 RBAK NT5C1B NT5C
2-deoxy-D-ribose-1-phosphate|c	hypoxanthine|c	TYMP PNP
deoxyinosine|c	hypoxanthine|c	TYMP PNP
2-deoxy-D-ribose-1-phosphate|c	deoxyinosine|c	TYMP PNP
5-phosphoribosylamine|c	GAR|c	GART
GAR|c	glycine|c	GART
5-phosphoribosylamine|c	glycine|c	GART
5-phosphoribosylformylglycinamidine|c	AIR|c	GART
5-phosphoribosyl-4-carboxy-5-aminoimidazole|c	AIR|c	PAICS
5-phosphoribosylformylglycinamidine|c	glutamine|c	PFAS
5-phosphoribosylformylglycinamidine|c	glutamate|c	PFAS
5-phosphoribosylformylglycinamidine|c	N-formyl-GAR|c	PFAS
N-formyl-GAR|c	glutamine|c	PFAS
N-formyl-GAR|c	glutamate|c	PFAS
5-phosphoribosyl-4-carboxy-5-aminoimidazole|c	aspartate|c	PAICS
SAICAR|c	aspartate|c	PAICS
5-phosphoribosyl-4-carboxy-5-aminoimidazole|c	SAICAR|c	PAICS
AICAR|c	fumarate|c	ADSL TNRC6B
SAICAR|c	fumarate|c	ADSL TNRC6B
AICAR|c	SAICAR|c	ADSL TNRC6B
10-formyl-THF|c	AICAR|c	ALDH1L2 ALDH1L1 ATIC MTHFD1 GART MTFMT
10-formyl-THF|c	FAICAR|c	ALDH1L2 ALDH1L1 ATIC MTHFD1 GART MTFMT
10-formyl-THF|c	THF|c	ALDH1L2 ALDH1L1 ATIC MTHFD1 GART MTFMT
AICAR|c	FAICAR|c	ALDH1L2 ALDH1L1 ATIC MTHFD1 GART MTFMT
AICAR|c	THF|c	ALDH1L2 ALDH1L1 ATIC MTHFD1 GART MTFMT
FAICAR|c	THF|c	ALDH1L2 ALDH1L1 ATIC MTHFD1 GART MTFMT
dGDP|c	dGMP|c	GUK1
allantoate|c	urea|c	ALLC
allantoate|c	ureidoglycolate|c	ALLC
urea|c	ureidoglycolate|c	ALLC
alloxan|c	urea|c	LPO PRDX6 EPX PXDNL PXDN
urate|c	urea|c	LPO PRDX6 EPX PXDNL PXDN
alloxan|c	urate|c	LPO PRDX6 EPX PXDNL PXDN
alloxan|e	urate|e	LPO PRDX6 EPX PXDNL PXDN
urate|e	urea|e	LPO PRDX6 EPX PXDNL PXDN
alloxan|e	urea|e	LPO PRDX6 EPX PXDNL PXDN
hydroxide|c	urate|c	
hydroxide|c	urate radical|c	
urate radical|c	urate|c	
monodehydroascorbate|c	urate|c	
monodehydroascorbate|c	urate radical|c	
ascorbate|c	monodehydroascorbate|c	
ascorbate|c	urate|c	
ascorbate|c	urate radical|c	
hydroxyl radical|c	urate|c	
hydroxyl radical|c	urate radical|c	
allantoate|c	allantoin|c	
5-hydroxyisourate|c	allantoin|c	
5-hydroxyisourate|c	urate|c	
ADP-ribose|c	ribose-5-phosphate|c	NUDT9 ADPRM NUDT5 TRPM2
hypoxanthine|x	xanthine|x	XDH
adenine|c	hypoxanthine|c	
NH3|c	adenine|c	
NH3|c	hypoxanthine|c	
dADP|m	dATP|m	SLC25A19 NME3 NME2 NME7 NME4 NME6 NME5 DTYMK NME1-NME2 NME1
dGDP|m	dGTP|m	SLC25A19 NME3 NME2 NME7 NME4 NME6 NME5 TK2 NME1-NME2 NME1
dCDP|c	dCTP|c	SLC25A19 NME3 NME2 NME7 NME4 NME6 NME5 NME1-NME2 CMPK1 NME1
dUDP|c	dUTP|c	SLC25A19 UCK1 UCK2 NME3 NME2 NME7 NME4 UCKL1 NME6 NME5 NME1-NME2 NME1
dUDP|m	dUTP|m	SLC25A19 NME3 NME2 NME7 NME4 NME6 NME5 NME1-NME2 NME1
dTDP|c	dTTP|c	SLC25A19 PKLR NME3 NME2 NME7 PKM NME4 NME6 NME5 NME1-NME2 NME1
dADP|c	dTTP|c	SLC25A19 PKLR NME3 NME2 NME7 PKM NME4 NME6 NME5 NME1-NME2 NME1
dATP|c	dTTP|c	SLC25A19 PKLR NME3 NME2 NME7 PKM NME4 NME6 NME5 NME1-NME2 NME1
dADP|c	dTDP|c	SLC25A19 PKLR NME3 NME2 NME7 PKM NME4 NME6 NME5 NME1-NME2 NME1
dATP|c	dTDP|c	SLC25A19 PKLR NME3 NME2 NME7 PKM NME4 NME6 NME5 NME1-NME2 NME1
dTDP|m	dTTP|m	SLC25A19 NME3 NME2 NME7 AK9 NME4 NME6 NME5 DTYMK NME1-NME2 NME1
dATP|m	dTTP|m	SLC25A19 NME3 NME2 NME7 AK9 NME4 NME6 NME5 DTYMK NME1-NME2 NME1
dADP|m	dTTP|m	SLC25A19 NME3 NME2 NME7 AK9 NME4 NME6 NME5 DTYMK NME1-NME2 NME1
dATP|m	dTDP|m	SLC25A19 NME3 NME2 NME7 AK9 NME4 NME6 NME5 DTYMK NME1-NME2 NME1
dADP|m	dTDP|m	SLC25A19 NME3 NME2 NME7 AK9 NME4 NME6 NME5 DTYMK NME1-NME2 NME1
dADP|n	dTTP|n	POLD4 POLH POLI POLM NME1-NME2 POLG2 CMPK1 POLA1 NME7 NME4 NME6 RFC5 NME5 DTYMK POLE POLE3 POLA2 POLN POLE2 POLG POLB REV3L POLL NME1 POLK POLD2 POLQ NME3 NME2 TENT4A MYBBP1A POLD3 POLE4 POLD1
